production_date,day_number,downtime_min,centre_line,upper_control_limit,lower_control_limit,in_baseline,beyond_limits,run_of_eight,out_of_control
2025-03-20,304,614.39,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-21,305,432.84000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-22,306,641.35,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-24,307,420.77,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-25,308,513.45,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-26,309,490.63,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-27,310,647.16,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-28,311,501.37,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-29,312,457.67,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-31,313,564.05,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
